dep;com;arrd;cant;admi;popu;ecarts_popu;surface;nom;xlamb2;ylamb2;xlambz;ylambz;xlamb93;ylamb93;longi_grd;lati_grd;longi_dms;lati_dms;zmin;zmax;wgs84
77;531;4;16;6;17;Entre 10.000 et 25.000 habitants;1260;VOULX;6469;23648;6469;1646;6976;67978;702;53645;25806;481651;82;157;48.28052608,2.96828753
78;334;2;5;6;17;Entre 10.000 et 25.000 habitants;825;LEVIS-SAINT-NOM;5715;24137;5715;11135;6227;68473;-431;54135;15655;484317;103;174;48.72118572,1.94934388
91;226;1;9;5;63;Entre 10.000 et 25.000 habitants;1406;ETRECHY;5892;23883;5892;1881;6402;68217;-162;53881;21128;482935;63;156;48.4934034,2.19043637
91;414;1;17;6;4;Entre 0 et 1000 habitants;831;MONNERVILLE;5784;23720;5784;1718;6292;68056;-324;53719;20240;482049;115;146;48.34659019,2.04518223
77;1;4;3;6;12;Entre 10.000 et 25.000 habitants;1260;ACHERES-LA-FORET;6169;23719;6169;1716;6678;68051;254;53717;23354;482044;73;126;48.34583393,2.56444855
77;121;5;35;6;31;Entre 10.000 et 25.000 habitants;427;COLLEGIEN;6247;24266;6247;11263;6760;68597;374;54263;24024;485013;82;116;48.83729126,2.67279816
77;138;2;22;6;5;Entre 0 et 1000 habitants;462;COURTOMER;6417;24063;6417;11061;6928;68394;629;54060;25408;483916;76;114;48.6539578,2.90226126
77;188;2;5;6;9;Entre 0 et 1000 habitants;789;FONTAINE-LE-PORT;6316;23877;6316;1875;6826;68208;475;53875;24551;482916;41;97;48.48733095,2.76386584
77;217;2;2;6;24;Entre 10.000 et 25.000 habitants;1834;GRISY-SUISNES;6243;24096;6243;11094;6755;68428;367;54094;24001;484104;56;106;48.68450986,2.66638298
77;450;2;2;6;29;Entre 10.000 et 25.000 habitants;740;SERVON;6185;24132;6184;11129;6696;68464;279;54130;23514;484301;65;97;48.71706062,2.5878038
77;490;1;15;6;7;Entre 0 et 1000 habitants;1773;VENDREST;6554;24501;6554;11499;7069;68830;841;54496;30538;490247;66;206;49.04655983,3.09384213
77;492;3;26;6;7;Entre 0 et 1000 habitants;2560;VERDELOT;6756;24312;6755;11310;7268;68639;1144;54306;32157;485230;91;216;48.87466041,3.36657307
92;72;3;37;5;229;Entre 10.000 et 25.000 habitants;391;SEVRES;5908;24250;5908;11247;6421;68584;-140;54248;21239;484923;27;171;48.82331721,2.21128143
95;203;3;7;5;239;Entre 10.000 et 25.000 habitants;442;EAUBONNE;5958;24437;5958;11434;6473;68771;-63;54435;21647;485929;41;83;48.99142767,2.27915009
95;676;3;16;6;5;Entre 0 et 1000 habitants;825;VILLERS-EN-ARTHIES;5554;24547;5554;11545;6069;68885;-678;54544;14333;490521;89;205;49.08872874,1.72630831
77;68;3;10;6;2;Entre 0 et 1000 habitants;526;CESSOY-EN-MONTOIS;6599;23899;6599;1897;7108;68227;900;53894;30847;483017;95;148;48.50510735,3.14687782
77;310;3;1;6;3;Entre 0 et 1000 habitants;789;MONTIGNY-LE-GUESDIER;6680;23765;6679;1763;7188;68093;1019;53760;31513;482301;64;136;48.38384605,3.25433553
78;346;1;8;6;15;Entre 10.000 et 25.000 habitants;1376;LONGNES;5451;24361;5451;11359;5965;68699;-832;54356;13515;485515;109;160;48.92078844,1.5878232
78;620;4;29;6;9;Entre 0 et 1000 habitants;402;TOUSSUS-LE-NOBLE;5837;24165;5837;11163;6349;68500;-247;54163;20651;484449;130;163;48.74677846,2.1149683
91;613;1;17;6;2;Entre 0 et 1000 habitants;847;CONGERVILLE-THIONVILLE;5747;23755;5747;1753;6255;68091;-380;53753;15940;482240;113;151;48.37792315,1.99507346
91;526;1;17;6;1;Entre 0 et 1000 habitants;716;ROINVILLIERS;5929;23730;5929;1728;6438;68065;-106;53729;21428;482123;118;142;48.35590318,2.24073442
91;599;2;18;6;14;Entre 10.000 et 25.000 habitants;1152;SOISY-SUR-ECOLE;6117;23862;6117;1860;6626;68195;176;53861;22940;482830;48;144;48.47451077,2.49470108
93;13;1;9;5;143;Entre 10.000 et 25.000 habitants;208;LE BOURGET;6065;24374;6065;11371;6578;68707;98;54372;22528;485604;38;48;48.93479358,2.42516879
93;78;2;40;5;357;Entre 25.000 et 50.000 habitants;1037;VILLEPINTE;6142;24403;6142;11400;6656;68735;215;54401;23149;485738;54;81;48.96073146,2.5302988
95;504;3;14;6;38;Entre 10.000 et 25.000 habitants;995;PRESLES;5960;24575;5960;11572;6476;68908;-60;54572;21656;490655;26;210;49.11543491,2.28174812
77;198;4;3;6;2;Entre 0 et 1000 habitants;1072;FROMONT;6124;23619;6124;1616;6632;67951;186;53617;23014;481520;107;142;48.25602497,2.50347058
77;207;4;4;6;2;Entre 0 et 1000 habitants;1371;GIRONVILLE;6143;23540;6143;1538;6649;67873;213;53539;23142;481106;89;114;48.1849534,2.52879331
77;289;3;29;6;4;Entre 0 et 1000 habitants;1850;MELZ-SUR-SEINE;6776;23901;6775;1899;7285;68228;1166;53895;32309;483019;58;172;48.50502377,3.38634618
77;293;3;20;6;10;Entre 10.000 et 25.000 habitants;625;MISY-SUR-YONNE;6558;23737;6558;1735;7066;68066;837;53733;30522;482135;53;104;48.35983832,3.08931678
77;345;3;26;6;7;Entre 0 et 1000 habitants;587;ORLY-SUR-MORIN;6656;24344;6656;11342;7169;68672;994;54338;31352;485416;65;180;48.90451661,3.23082901
77;387;4;16;6;5;Entre 0 et 1000 habitants;1088;REMAUVILLE;6362;23573;6362;1571;6869;67904;541;53571;24924;481249;114;136;48.21377642,2.82353067
78;120;2;19;6;20;Entre 10.000 et 25.000 habitants;2090;BULLION;5749;24026;5749;11024;6260;68362;-378;54024;15945;483719;93;178;48.62155357,1.99618553
78;265;2;15;6;24;Entre 10.000 et 25.000 habitants;1069;GARANCIERES;5573;24250;5573;11248;6086;68587;-646;54247;14517;484919;87;188;48.8219613,1.75531063
78;158;4;32;5;292;Entre 25.000 et 50.000 habitants;424;LE CHESNAY;5848;24247;5849;11244;6361;68582;-229;54245;20749;484913;113;177;48.82050647,2.1296243
78;653;2;15;6;3;Entre 0 et 1000 habitants;443;VICQ;5631;24242;5631;11240;6144;68579;-558;54239;15005;484855;62;110;48.81513106,1.83432256
91;657;2;34;5;271;Entre 25.000 et 50.000 habitants;877;VIGNEUX-SUR-SEINE;6059;24113;6059;11111;6571;68446;90;54112;22502;484201;31;84;48.70022023,2.41662487
92;14;1;9;5;198;Entre 10.000 et 25.000 habitants;186;BOURG-LA-REINE;5985;24200;5985;11197;6497;68533;-23;54198;21857;484641;43;77;48.77844281,2.31610729
78;90;1;1;6;22;Entre 10.000 et 25.000 habitants;692;BOUAFLE;5677;24408;5678;11406;6192;68744;-489;54406;15347;485754;31;179;48.96456407,1.89565471
78;460;1;10;6;11;Entre 10.000 et 25.000 habitants;387;OINVILLE-SUR-MONTCIENT;5643;24478;5644;11476;6158;68815;-541;54475;15058;490140;36;135;49.02728689,1.84865676
91;67;1;17;6;1;Entre 0 et 1000 habitants;791;BLANDY;5942;23683;5942;1681;6450;68017;-88;53682;21528;481849;125;147;48.31365923,2.25833493
91;386;2;16;5;133;Entre 10.000 et 25.000 habitants;1109;MENNECY;6074;23963;6073;1961;6584;68296;111;53962;22610;483355;42;97;48.56537009,2.43673578
91;600;2;32;6;72;Entre 10.000 et 25.000 habitants;856;SOISY-SUR-SEINE;6085;24054;6085;11052;6596;68387;128;54052;22708;483849;32;86;48.64715799,2.45181387
92;9;2;5;5;282;Entre 25.000 et 50.000 habitants;192;BOIS-COLOMBES;5950;24355;5950;11352;6464;68689;-76;54353;21606;485503;28;43;48.91773091,2.26832381
95;277;2;13;5;264;Entre 25.000 et 50.000 habitants;2009;GONESSE;6082;24432;6082;11429;6596;68764;124;54430;22655;485912;39;97;48.9868968,2.44846985
77;146;5;35;6;20;Entre 10.000 et 25.000 habitants;1163;CROISSY-BEAUBOURG;6237;24256;6237;11254;6750;68588;359;54254;23935;484943;87;116;48.82834132,2.65912749
77;234;5;43;6;6;Entre 0 et 1000 habitants;804;JABLINES;6312;24356;6312;11353;6826;68687;473;54353;24545;485504;37;78;48.91789331,2.76195671
77;268;5;43;6;55;Entre 10.000 et 25.000 habitants;466;MAGNY-LE-HONGRE;6350;24295;6350;11293;6863;68626;530;54292;24849;485147;65;135;48.8628767,2.81326962
77;491;4;21;6;48;Entre 10.000 et 25.000 habitants;403;VENEUX-LES-SABLONS;6338;23755;6338;1753;6847;68086;507;53753;24734;482240;42;93;48.37754037,2.79266178
94;54;1;20;5;209;Entre 10.000 et 25.000 habitants;669;ORLY;6041;24161;6041;11159;6554;68495;63;54160;22334;484437;30;89;48.74337832,2.39222798
94;70;1;26;6;37;Entre 10.000 et 25.000 habitants;991;SANTENY;6173;24142;6173;11139;6685;68474;262;54140;23420;484333;60;105;48.72608224,2.57154409
95;690;3;16;6;3;Entre 0 et 1000 habitants;837;WY-DIT-JOLI-VILLAGE;5634;24562;5634;11559;6149;68898;-557;54558;15007;490608;99;199;49.10271559,1.83562585
78;113;1;10;6;7;Entre 0 et 1000 habitants;734;BRUEIL-EN-VEXIN;5622;24483;5622;11480;6137;68819;-574;54479;14911;490153;62;192;49.0316591,1.81991575
78;233;3;22;6;30;Entre 10.000 et 25.000 habitants;1285;FEUCHEROLLES;5733;24306;5733;11303;6247;68642;-404;54303;15823;485223;85;185;48.87315623,1.97273122
78;415;1;1;6;6;Entre 0 et 1000 habitants;479;MONTAINVILLE;5651;24316;5651;11314;6165;68653;-528;54313;15140;485255;37;131;48.88174919,1.86093019
78;516;2;18;6;8;Entre 0 et 1000 habitants;1025;RAIZEUX;5518;24030;5519;11028;6030;68368;-726;54027;14101;483727;115;171;48.62383431,1.6829454
91;27;3;2;5;306;Entre 25.000 et 50.000 habitants;856;ATHIS-MONS;6039;24122;6039;11120;6551;68456;59;54121;22321;484231;32;92;48.70832494,2.38947468
91;315;1;11;6;65;Entre 10.000 et 25.000 habitants;1220;ITTEVILLE;6004;23906;6004;1904;6514;68240;6;53905;22031;483051;47;141;48.51417105,2.34192277
91;593;1;24;6;17;Entre 10.000 et 25.000 habitants;1360;SERMAISE;5811;23931;5811;1929;6321;68266;-284;53929;20450;483210;71;159;48.53636726,2.08066927
77;27;4;4;6;12;Entre 10.000 et 25.000 habitants;1659;BEAUMONT-DU-GATINAIS;6105;23488;6105;23488;6611;67821;156;53487;22837;480817;83;114;48.13826817,2.47757369
77;104;2;28;6;6;Entre 0 et 1000 habitants;1513;CHATRES;6348;24126;6348;11124;6860;68457;525;54123;24834;484239;89;117;48.71099425,2.80916314
77;230;4;4;6;2;Entre 0 et 1000 habitants;780;ICHY;6157;23560;6157;1558;6664;67892;234;53559;23251;481209;97;114;48.20290445,2.54768967
77;274;1;15;6;4;Entre 0 et 1000 habitants;693;MARCILLY;6396;24489;6395;11487;6910;68819;601;54486;25239;490213;72;126;49.03694845,2.87774541
77;447;2;34;6;20;Entre 10.000 et 25.000 habitants;853;SEINE-PORT;6160;23953;6160;1951;6670;68285;241;53952;23311;483323;37;85;48.55622551,2.55317706
77;530;3;29;6;3;Entre 0 et 1000 habitants;2629;VOULTON;6735;24027;6735;11025;7246;68354;1108;54021;32001;483707;143;181;48.61876081,3.3330437
78;73;4;36;6;136;Entre 10.000 et 25.000 habitants;548;BOIS-D'ARCY;5776;24226;5776;11224;6289;68562;-339;54224;20154;484805;130;180;48.80142102,2.03173959
78;439;1;8;6;1;Entre 0 et 1000 habitants;354;MULCENT;5497;24314;5498;11312;6011;68652;-761;54310;13906;485244;67;131;48.8789283,1.65111043
91;114;2;5;5;253;Entre 25.000 et 50.000 habitants;662;BRUNOY;6123;24111;6123;11109;6634;68443;185;54109;23012;484153;37;94;48.69833263,2.50352557
91;458;3;20;6;47;Entre 10.000 et 25.000 habitants;734;NOZAY;5931;24069;5931;11066;6442;68403;-104;54067;21434;483937;95;168;48.66065907,2.24288335
91;544;1;17;6;5;Entre 0 et 1000 habitants;881;SAINT-CYR-LA-RIVIERE;5860;23731;5860;1728;6369;68066;-210;53729;20852;482123;72;146;48.35668934,2.14765114
95;214;2;15;6;1;Entre 0 et 1000 habitants;356;EPINAY-CHAMPLATREUX;6055;24541;6055;11539;6571;68874;84;54539;22444;490506;85;173;49.08487365,2.41174402
93;70;3;99;5;465;Entre 25.000 et 50.000 habitants;431;SAINT-OUEN;5997;24343;5997;11341;6511;68676;-4;54341;21959;485425;22;48;48.90696631,2.33241484
95;197;2;9;6;217;Entre 10.000 et 25.000 habitants;376;DEUIL-LA-BARRE;5994;24419;5994;11416;6508;68752;-9;54417;21943;485830;34;113;48.97526579,2.32831305
77;176;1;7;6;24;Entre 10.000 et 25.000 habitants;1093;FAREMOUTIERS;6485;24226;6485;11224;6997;68556;733;54222;25946;484801;89;132;48.79998757,2.99636876
77;190;3;23;6;3;Entre 0 et 1000 habitants;1436;FONTAINS;6491;23922;6491;1920;7001;68251;738;53918;30003;483135;102;139;48.5266929,3.00103868
77;267;4;4;6;3;Entre 0 et 1000 habitants;616;LA MADELEINE-SUR-LOING;6273;23561;6273;1558;6780;67892;409;53559;24215;481211;62;123;48.20342081,2.70372144
77;246;3;29;6;6;Entre 0 et 1000 habitants;2205;LECHELLE;6776;23982;6776;1980;7286;68309;1169;53975;32318;483439;97;172;48.57783297,3.38781081
77;300;1;31;6;6;Entre 0 et 1000 habitants;472;MONTCEAUX-LES-MEAUX;6477;24385;6477;11382;6991;68714;723;54381;25914;485634;86;172;48.94294092,2.98727394
77;500;4;16;6;5;Entre 0 et 1000 habitants;1645;VILLEBEON;6449;23568;6449;1566;6955;67898;670;53565;25624;481231;103;152;48.20873855,2.94052018
77;154;3;27;6;9;Entre 0 et 1000 habitants;904;DAMMARTIN-SUR-TIGEAUX;6429;24247;6428;11245;6941;68577;648;54244;25511;484909;50;133;48.81925906,2.92039342
94;59;2;38;6;189;Entre 10.000 et 25.000 habitants;432;LE PLESSIS-TREVISE;6173;24237;6173;11234;6685;68569;261;54235;23418;484840;88;111;48.81146845,2.57192945
77;200;4;24;6;1;Entre 0 et 1000 habitants;635;GARENTREVILLE;6158;23597;6158;1595;6666;67930;237;53596;23259;481411;107;144;48.23617049,2.54916891
77;225;1;8;6;3;Entre 0 et 1000 habitants;1296;LA HAUTE-MAISON;6488;24318;6487;11315;7001;68647;738;54314;30004;485256;141;172;48.88264735,3.00150801
77;275;3;29;6;2;Entre 0 et 1000 habitants;538;LES MARETS;6720;24085;6720;11083;7231;68412;1086;54079;31850;484015;136;170;48.67106158,3.31368525
77;374;5;33;6;20;Entre 10.000 et 25.000 habitants;946;PONTCARRE;6271;24221;6271;11219;6783;68552;410;54219;24219;484748;111;119;48.79675039,2.70518708
77;513;1;31;6;42;Entre 10.000 et 25.000 habitants;737;VILLENOY;6385;24382;6384;11380;6898;68712;583;54379;25141;485628;42;85;48.94086269,2.86173549
91;547;1;7;6;5;Entre 0 et 1000 habitants;1200;SAINT-ESCOBILLE;5725;23813;5725;1811;6235;68149;-412;53811;15756;482547;140;156;48.4299773,1.96501284
95;487;3;3;6;104;Entre 10.000 et 25.000 habitants;514;PERSAN;5952;24617;5952;11615;6468;68951;-73;54615;21616;490912;24;55;49.15316757,2.27074874
78;172;3;6;5;353;Entre 25.000 et 50.000 habitants;990;CONFLANS-SAINTE-HONORINE;5823;24444;5823;11441;6337;68778;-269;54441;20540;485950;17;60;48.99748616,2.09477068
78;576;2;15;6;14;Entre 10.000 et 25.000 habitants;1015;SAINT-REMY-L'HONORE;5665;24176;5665;11174;6177;68513;-506;54174;15251;484523;94;180;48.75599818,1.88111439
91;494;3;4;6;40;Entre 10.000 et 25.000 habitants;758;LE PLESSIS-PATE;5994;24017;5995;11015;6505;68351;-8;54016;21945;483650;76;83;48.61395365,2.32837504
91;345;3;14;5;213;Entre 10.000 et 25.000 habitants;484;LONGJUMEAU;5970;24109;5970;11107;6481;68443;-46;54108;21744;484149;40;93;48.6966441,2.29577319
93;61;1;23;6;181;Entre 10.000 et 25.000 habitants;70;LE PRE-SAINT-GERVAIS;6049;24319;6049;11316;6563;68652;75;54317;22414;485306;57;114;48.88537897,2.40328071
93;47;2;15;5;247;Entre 10.000 et 25.000 habitants;545;MONTFERMEIL;6168;24334;6167;11331;6681;68666;254;54332;23353;485354;62;117;48.8986595,2.56550869
94;4;1;2;5;162;Entre 10.000 et 25.000 habitants;894;BOISSY-SAINT-LEGER;6127;24169;6127;11167;6640;68501;193;54167;23035;484501;37;102;48.75045734,2.50912925
95;176;1;5;5;226;Entre 10.000 et 25.000 habitants;848;CORMEILLES-EN-PARISIS;5900;24417;5900;11414;6415;68751;-151;54415;21202;485823;22;170;48.97338992,2.1999954
95;303;3;17;6;2;Entre 0 et 1000 habitants;196;LE HEAULME;5754;24632;5754;11629;6270;68967;-374;54629;15959;490957;124;205;49.16618759,1.99943329
77;152;2;32;6;201;Entre 10.000 et 25.000 habitants;1024;DAMMARIE-LES-LYS;6220;23908;6220;1906;6730;68240;331;53906;23804;483055;37;93;48.51559642,2.63419637
77;93;3;11;6;4;Entre 0 et 1000 habitants;1890;LA CHAPELLE-MOUTILS;6776;24201;6776;11199;7288;68528;1173;54194;32332;484629;117;197;48.77466782,3.39179127
77;401;1;12;6;6;Entre 0 et 1000 habitants;863;SAINTE-AULDE;6613;24443;6612;11441;7127;68771;929;54438;31023;485938;52;201;48.99390526,3.1736479
78;171;1;8;6;11;Entre 10.000 et 25.000 habitants;1071;CONDE-SUR-VESGRE;5503;24161;5503;11159;6015;68499;-751;54157;13939;484430;105;175;48.74146738,1.6610792
78;437;1;2;6;6;Entre 0 et 1000 habitants;720;MOUSSEAUX-SUR-SEINE;5495;24496;5496;11494;6010;68834;-767;54492;13847;490234;12;68;49.04246339,1.64620498
78;455;3;22;6;79;Entre 10.000 et 25.000 habitants;543;NOISY-LE-ROI;5797;24276;5797;11273;6310;68611;-307;54274;20336;485047;92;182;48.84642903,2.06007132
78;484;1;2;6;6;Entre 0 et 1000 habitants;1118;PERDREAUVILLE;5481;24409;5482;11407;5996;68747;-786;54405;13743;485752;40;151;48.96417335,1.62814192
78;601;2;19;6;16;Entre 10.000 et 25.000 habitants;4649;SONCHAMP;5661;23976;5661;1973;6172;68312;-510;53973;15240;483433;121;172;48.57620494,1.87726808
91;578;1;24;6;3;Entre 0 et 1000 habitants;437;SAINT-SULPICE-DE-FAVIERES;5884;23937;5884;1935;6395;68271;-174;53935;21048;483230;62;159;48.54193398,2.17946946
95;491;3;28;6;77;Entre 10.000 et 25.000 habitants;269;LE PLESSIS-BOUCHARD;5927;24450;5927;11447;6442;68784;-111;54447;21412;490010;57;81;49.00308185,2.23679507
77;52;2;22;6;4;Entre 0 et 1000 habitants;135;BREAU;6400;23960;6400;1958;6910;68290;602;53957;25241;483342;87;113;48.56147925,2.87823592
77;338;4;16;6;6;Entre 0 et 1000 habitants;416;NOISY-RUDIGNON;6440;23709;6440;1707;6948;68039;659;53706;25548;482009;55;126;48.33557254,2.92984368
77;350;5;33;6;204;Entre 10.000 et 25.000 habitants;1558;OZOIR-LA-FERRIERE;6252;24190;6252;11188;6764;68522;381;54188;24045;484609;94;122;48.7689651,2.6791555
77;433;1;7;6;13;Entre 10.000 et 25.000 habitants;2004;SAINTS;6525;24181;6525;11178;7037;68510;793;54177;30301;484532;79;156;48.75922937,3.05023217
77;452;3;10;6;0;Entre 0 et 1000 habitants;473;SIGY;6625;23869;6624;1867;7134;68198;938;53865;31052;482841;59;132;48.47789319,3.18161372
77;486;3;27;6;8;Entre 0 et 1000 habitants;2698;VAUDOY-EN-BRIE;6547;24103;6547;11100;7059;68432;826;54098;30446;484119;100;137;48.68894004,3.07913804
77;511;1;9;6;6;Entre 0 et 1000 habitants;756;VILLENEUVE-SOUS-DAMMARTIN;6222;24486;6222;11483;6737;68817;337;54483;23823;490206;72;116;49.0350913,2.63991424
77;219;1;7;6;22;Entre 10.000 et 25.000 habitants;1980;GUERARD;6457;24253;6456;11251;6969;68583;690;54250;25729;484929;50;153;48.82445869,2.95856563
77;460;1;15;6;4;Entre 0 et 1000 habitants;1221;TANCROU;6521;24449;6521;11447;7035;68778;791;54445;30254;490002;48;195;49.00011056,3.04808952
78;9;2;19;6;3;Entre 0 et 1000 habitants;1630;ALLAINVILLE;5674;23843;5675;1841;6184;68180;-489;53841;15347;482726;145;159;48.45671026,1.89589047
91;45;2;16;6;73;Entre 10.000 et 25.000 habitants;1130;BALLANCOURT-SUR-ESSONNE;6036;23919;6036;1916;6546;68252;54;53917;22308;483132;47;142;48.52584806,2.38523199
93;55;1;97;5;522;Entre 50.000 et 100.000 habitants;501;PANTIN;6052;24333;6052;11331;6565;68666;79;54331;22426;485353;38;108;48.89795868,2.40738603
94;53;2;44;6;47;Entre 10.000 et 25.000 habitants;449;NOISEAU;6155;24198;6155;11196;6667;68531;234;54197;23250;484637;54;104;48.77646161,2.54729285
95;280;2;30;5;310;Entre 25.000 et 50.000 habitants;1152;GOUSSAINVILLE;6100;24482;6100;11479;6615;68814;152;54480;22825;490154;56;109;49.03180274,2.4731658
95;353;2;26;6;16;Entre 10.000 et 25.000 habitants;679;MAFFLIERS;5979;24533;5979;11530;6494;68866;-32;54530;21828;490438;58;188;49.07770462,2.30777769
95;14;2;24;6;25;Entre 10.000 et 25.000 habitants;270;ANDILLY;5973;24452;5973;11450;6487;68786;-41;54450;21758;490019;63;185;49.00491543,2.29962368
95;63;1;4;5;280;Entre 25.000 et 50.000 habitants;416;BEZONS;5912;24364;5912;11361;6426;68698;-133;54362;21301;485532;22;52;48.92577795,2.21648756
95;331;2;15;6;2;Entre 0 et 1000 habitants;192;LASSY;6080;24555;6080;11552;6595;68887;121;54552;22645;490550;52;139;49.09742736,2.44597128
95;489;2;8;6;7;Entre 0 et 1000 habitants;408;PISCOP;6005;24460;6005;11458;6520;68793;8;54458;22037;490044;73;195;49.01211024,2.34333385
95;574;3;20;6;74;Entre 10.000 et 25.000 habitants;793;SAINT-PRIX;5946;24454;5946;11451;6460;68788;-82;54452;21545;490024;57;193;49.00669539,2.26274137
78;36;2;15;6;5;Entre 0 et 1000 habitants;493;AUTOUILLET;5609;24280;5609;11278;6122;68617;-592;54277;14814;485058;88;171;48.84915291,1.80403213
91;47;1;11;6;13;Entre 10.000 et 25.000 habitants;817;BAULNE;6017;23882;6017;1880;6527;68215;26;53880;22135;482932;49;144;48.49259345,2.35950359
91;659;2;6;6;49;Entre 10.000 et 25.000 habitants;456;VILLABE;6088;23989;6088;1986;6599;68322;133;53987;22722;483518;40;89;48.58872495,2.45575053
91;661;3;35;5;95;Entre 10.000 et 25.000 habitants;741;VILLEBON-SUR-YVETTE;5920;24113;5920;11111;6432;68447;-121;54111;21340;484200;43;164;48.70019639,2.22787456
77;4;2;22;6;3;Entre 0 et 1000 habitants;808;ANDREZEL;6352;24015;6352;11013;6862;68346;530;54012;24848;483640;90;103;48.61119865,2.81368199
77;226;4;13;6;26;Entre 10.000 et 25.000 habitants;1068;HERICY;6316;23831;6315;1829;6825;68163;474;53829;24547;482647;42;103;48.44597726,2.76352845
77;147;3;23;6;7;Entre 0 et 1000 habitants;2943;LA CROIX-EN-BRIE;6545;23997;6545;1995;7055;68326;820;53993;30429;483537;106;144;48.59367844,3.07507204
77;251;2;41;6;104;Entre 10.000 et 25.000 habitants;1197;LIEUSAINT;6156;24038;6156;11035;6667;68370;236;54036;23255;483756;81;91;48.6326436,2.54806914
77;295;2;5;6;11;Entre 10.000 et 25.000 habitants;872;MOISENAY;6295;23961;6295;1959;6805;68292;444;53959;24409;483346;53;92;48.56294247,2.73604256
77;399;4;16;6;2;Entre 0 et 1000 habitants;323;SAINT-ANGE-LE-VIEL;6419;23631;6419;1629;6927;67961;627;53628;25404;481556;92;143;48.26558309,2.90077251
77;416;3;23;6;3;Entre 0 et 1000 habitants;736;SAINT-JUST-EN-BRIE;6575;24019;6575;11017;7086;68348;866;54015;30659;483647;123;154;48.61319357,3.11601967
77;489;4;16;6;2;Entre 0 et 1000 habitants;847;VAUX-SUR-LUNAIN;6445;23589;6445;1587;6952;67919;666;53586;25608;481339;102;152;48.22764767,2.93535446
93;73;2;33;5;350;Entre 25.000 et 50.000 habitants;2244;TREMBLAY-EN-FRANCE;6176;24398;6176;11395;6690;68730;267;54396;23435;485722;58;117;48.95615408,2.57667931
95;250;2;15;6;96;Entre 10.000 et 25.000 habitants;361;FOSSES;6124;24556;6124;11553;6640;68888;189;54553;23024;490553;65;130;49.09825609,2.50618213
95;316;2;15;6;3;Entre 0 et 1000 habitants;418;JAGNY-SOUS-BOIS;6078;24533;6078;11531;6593;68866;119;54531;22637;490440;62;164;49.07766135,2.44319398
95;585;2;98;4;594;Entre 50.000 et 100.000 habitants;845;SARCELLES;6030;24443;6030;11441;6545;68777;46;54441;22241;485950;46;142;48.99682687,2.37747463
77;161;4;21;6;9;Entre 0 et 1000 habitants;1302;DORMELLES;6419;23687;6418;1685;6926;68017;627;53684;25403;481857;62;136;48.31593201,2.90131372
77;205;1;9;6;2;Entre 0 et 1000 habitants;423;GESVRES-LE-CHAPITRE;6377;24498;6377;11495;6892;68828;572;54494;25106;490241;95;118;49.04515029,2.851858
77;221;5;43;6;13;Entre 10.000 et 25.000 habitants;126;GUERMANTES;6271;24285;6271;11283;6784;68616;410;54283;24221;485116;97;121;48.85427077,2.70559511
78;324;1;2;6;5;Entre 0 et 1000 habitants;282;JOUY-MAUVOISIN;5496;24421;5496;11419;6010;68759;-765;54417;13853;485831;57;145;48.9750767,1.64847023
78;356;2;5;6;90;Entre 10.000 et 25.000 habitants;1664;MAGNY-LES-HAMEAUX;5814;24140;5814;11137;6326;68475;-281;54138;20503;484326;105;171;48.72424526,2.08381798
91;180;2;18;6;3;Entre 0 et 1000 habitants;831;COURANCES;6102;23823;6102;1821;6612;68156;154;53822;22829;482623;54;127;48.43947462,2.47432838
91;273;2;18;6;8;Entre 0 et 1000 habitants;1321;GIRONVILLE-SUR-ESSONNE;6031;23749;6031;1747;6540;68083;46;53748;22241;482223;62;146;48.37301781,2.37834479
94;69;1;7;6;144;Entre 10.000 et 25.000 habitants;143;SAINT-MAURICE;6072;24245;6072;11242;6585;68577;109;54243;22605;484906;27;67;48.81885029,2.43449954
94;71;1;46;5;259;Entre 25.000 et 50.000 habitants;1043;SUCY-EN-BRIE;6137;24190;6137;11188;6649;68523;207;54189;23122;484611;33;110;48.76931191,2.52278888
95;430;2;26;6;34;Entre 10.000 et 25.000 habitants;384;MONTSOULT;5981;24526;5981;11524;6496;68860;-29;54524;21838;490417;102;192;49.07141522,2.31051663
77;23;1;17;6;2;Entre 0 et 1000 habitants;695;BARCY;6399;24468;6398;11466;6913;68798;605;54465;25253;490106;86;160;49.01805939,2.88164681
77;30;3;26;6;8;Entre 0 et 1000 habitants;1636;BELLOT;6721;24291;6720;11289;7234;68619;1091;54285;31906;485124;83;204;48.8561908,3.31853262
77;36;3;23;6;1;Entre 0 et 1000 habitants;430;BOISDON;6654;24100;6654;11097;7165;68428;987;54094;31329;484106;143;164;48.68524694,3.22434843
77;129;1;15;6;6;Entre 0 et 1000 habitants;2241;COULOMBS-EN-VALOIS;6577;24527;6577;11525;7092;68856;877;54522;30734;490412;62;198;49.06971893,3.12563846
77;144;3;27;6;3;Entre 0 et 1000 habitants;919;CREVECOEUR-EN-BRIE;6420;24174;6420;11172;6932;68504;635;54171;25428;484515;109;122;48.75370822,2.90742373
77;180;2;2;6;11;Entre 10.000 et 25.000 habitants;1276;FEROLLES-ATTILLY;6216;24149;6216;11147;6728;68481;326;54147;23747;484356;72;107;48.73224446,2.62999854
