dep;com;arrd;cant;admi;popu;ecarts_popu;surface;nom;xlamb2;ylamb2;xlambz;ylambz;xlamb93;ylamb93;longi_grd;lati_grd;longi_dms;lati_dms;zmin;zmax;wgs84
77;224;3;27;6;3;Entre 0 et 1000 habitants;980;HAUTEFEUILLE;6464;24187;6463;11185;6976;68517;700;54184;25800;484555;111;126;48.76509048,2.96737327
77;394;2;18;6;19;Entre 10.000 et 25.000 habitants;391;RUBELLES;6254;23957;6254;1955;6764;68289;382;53955;24049;483335;48;84;48.55952071,2.68049137
77;471;4;3;6;4;Entre 0 et 1000 habitants;1324;TOUSSON;6090;23720;6090;1718;6599;68053;135;53719;22730;482049;104;133;48.34689018,2.45790103
78;6;1;8;6;8;Entre 0 et 1000 habitants;1016;ADAINVILLE;5497;24140;5497;11138;6009;68478;-760;54137;13910;484322;105;184;48.72254595,1.65317393
78;20;1;7;6;8;Entre 0 et 1000 habitants;998;ARNOUVILLE-LES-MANTES;5555;24349;5555;11346;6069;68686;-674;54345;14348;485437;90;178;48.91081122,1.72977009
78;522;2;19;6;10;Entre 10.000 et 25.000 habitants;1259;ROCHEFORT-EN-YVELINES;5743;23986;5743;1984;6253;68322;-387;53984;15916;483509;85;163;48.58557349,1.98829121
91;130;1;8;6;11;Entre 10.000 et 25.000 habitants;2867;CHALO-SAINT-MARS;5800;23809;5800;1807;6309;68145;-300;53808;20358;482537;81;152;48.42665707,2.06634837
91;135;2;16;6;28;Entre 10.000 et 25.000 habitants;1635;CHAMPCUEIL;6081;23907;6081;1905;6591;68240;123;53906;22648;483055;77;156;48.51502003,2.44611156
91;631;2;38;6;24;Entre 10.000 et 25.000 habitants;548;VARENNES-JARCY;6164;24088;6164;11086;6676;68421;248;54087;23335;484041;42;94;48.67756786,2.55910974
77;26;3;29;6;4;Entre 0 et 1000 habitants;2796;BEAUCHERY-SAINT-MARTIN;6786;24024;6786;11022;7297;68351;1185;54017;32410;483655;138;172;48.61546336,3.40212772
77;280;1;15;6;12;Entre 10.000 et 25.000 habitants;222;MARY-SUR-MARNE;6507;24465;6506;11463;7021;68794;769;54461;30144;490054;44;123;49.01460033,3.02916158
77;307;5;43;6;84;Entre 10.000 et 25.000 habitants;545;MONTEVRAIN;6300;24308;6300;11306;6813;68639;454;54306;24444;485231;38;128;48.87481277,2.7452537
77;355;3;10;6;2;Entre 0 et 1000 habitants;425;PAROY;6638;23871;6638;1869;7147;68200;958;53866;31156;482847;57;152;48.47956422,3.19922012
77;517;5;6;6;17;Entre 10.000 et 25.000 habitants;998;VILLEVAUDE;6241;24351;6241;11349;6755;68683;365;54349;23955;485450;56;132;48.91370533,2.66511195
95;28;2;6;6;18;Entre 10.000 et 25.000 habitants;716;ATTAINVILLE;6007;24510;6007;11508;6522;68843;10;54508;22044;490326;82;127;49.05704052,2.34607373
95;110;3;17;6;2;Entre 0 et 1000 habitants;306;BRIGNANCOURT;5713;24601;5713;11598;6229;68936;-437;54598;15635;490816;52;112;49.13816246,1.94346901
77;413;1;8;6;35;Entre 10.000 et 25.000 habitants;481;SAINT-GERMAIN-SUR-MORIN;6377;24317;6377;11315;6890;68647;571;54314;25102;485257;45;141;48.88249573,2.85024315
77;432;3;11;6;10;Entre 10.000 et 25.000 habitants;1507;SAINT-REMY-LA-VANNE;6659;24220;6659;11218;7171;68548;996;54214;31359;484734;85;175;48.79304827,3.23299209
77;444;3;29;6;3;Entre 0 et 1000 habitants;1821;SANCY-LES-PROVINS;6778;24114;6777;11112;7289;68441;1173;54108;32332;484148;144;200;48.69645257,3.39292178
78;29;1;1;5;121;Entre 10.000 et 25.000 habitants;883;AUBERGENVILLE;5647;24401;5647;11399;6162;68738;-535;54398;15118;485730;17;142;48.95811503,1.85476859
78;320;1;2;6;4;Entre 0 et 1000 habitants;357;JEUFOSSE;5409;24491;5409;11489;5924;68830;-898;54486;13143;490216;12;143;49.03723336,1.5287273
78;108;2;18;6;12;Entre 10.000 et 25.000 habitants;1955;LES BREVIAIRES;5615;24123;5615;11121;6127;68460;-581;54120;14850;484228;139;186;48.70808091,1.8136272
78;354;1;33;6;56;Entre 10.000 et 25.000 habitants;426;MAGNANVILLE;5520;24412;5521;11410;6035;68750;-727;54408;14055;485802;65;132;48.96717357,1.6813347
91;665;3;20;6;72;Entre 10.000 et 25.000 habitants;362;LA VILLE-DU-BOIS;5950;24069;5950;11067;6462;68403;-75;54067;21609;483938;82;162;48.66067677,2.26866414
91;568;1;24;6;16;Entre 10.000 et 25.000 habitants;903;SAINT-MAURICE-MONTCOURONNE;5845;23982;5845;1980;6355;68317;-234;53981;20734;483457;54;157;48.58230425,2.1265082
92;46;1;25;5;310;Entre 25.000 et 50.000 habitants;207;MALAKOFF;5973;24243;5973;11241;6485;68577;-42;54241;21757;484902;64;95;48.81708657,2.29975986
95;387;3;17;6;1;Entre 0 et 1000 habitants;278;MENOUVILLE;5834;24615;5835;11612;6351;68949;-252;54612;20635;490903;47;112;49.15117181,2.10911567
95;392;3;14;6;44;Entre 10.000 et 25.000 habitants;531;MERIEL;5904;24535;5904;11532;6419;68869;-146;54533;21218;490445;22;95;49.07943251,2.20518506
77;85;5;43;6;20;Entre 10.000 et 25.000 habitants;317;CHANTELOUP-EN-BRIE;6296;24286;6295;11284;6809;68617;447;54283;24421;485118;90;124;48.85505934,2.73965036
78;497;2;18;6;10;Entre 10.000 et 25.000 habitants;2327;POIGNY-LA-FORET;5571;24090;5571;11088;6082;68427;-648;54087;14513;484040;132;179;48.67814087,1.75420397
91;390;1;17;5;32;Entre 10.000 et 25.000 habitants;2699;MEREVILLE;5814;23685;5815;1683;6323;68020;-278;53683;20511;481854;82;142;48.31521556,2.08579554
91;434;2;31;5;209;Entre 10.000 et 25.000 habitants;439;MORSANG-SUR-ORGE;6011;24072;6011;11070;6522;68406;16;54071;22105;483948;36;81;48.66339239,2.35143485
92;2;1;87;4;614;Entre 50.000 et 100.000 habitants;956;ANTONY;5971;24172;5971;11170;6483;68506;-44;54170;21748;484512;45;103;48.75327128,2.2970873
92;60;1;32;5;266;Entre 25.000 et 50.000 habitants;343;LE PLESSIS-ROBINSON;5946;24205;5946;11203;6459;68539;-81;54204;21549;484660;86;172;48.78291554,2.26306242
77;11;4;4;6;5;Entre 0 et 1000 habitants;1774;AUFFERVILLE;6203;23573;6203;1571;6710;67906;303;53572;23633;481254;101;116;48.21446639,2.60962271
77;45;4;4;6;7;Entre 0 et 1000 habitants;1631;BOUGLIGNY;6239;23552;6239;1550;6745;67884;356;53550;23926;481143;98;121;48.19546207,2.65793989
77;65;2;32;6;12;Entre 10.000 et 25.000 habitants;619;CELY;6144;23845;6144;1843;6654;68177;217;53844;23154;482733;48;96;48.45917345,2.53114964
77;196;1;37;6;7;Entre 0 et 1000 habitants;746;FRESNES-SUR-MARNE;6297;24380;6296;11378;6810;68711;450;54377;24429;485623;38;88;48.93953267,2.74167105
77;347;3;1;6;8;Entre 0 et 1000 habitants;1222;LES ORMES-SUR-VOULZIE;6658;23852;6658;1850;7167;68180;988;53847;31334;482743;54;117;48.46228397,3.22597153
77;359;2;32;5;21;Entre 10.000 et 25.000 habitants;1222;PERTHES;6162;23865;6162;1863;6671;68198;243;53864;23318;482839;45;84;48.47711106,2.5555544
77;368;3;25;6;5;Entre 0 et 1000 habitants;602;POIGNY;6699;23938;6699;1936;7209;68266;1051;53932;31657;483221;81;164;48.53916135,3.28278709
77;395;4;3;6;1;Entre 0 et 1000 habitants;661;RUMONT;6120;23629;6120;1627;6628;67962;180;53628;22953;481553;106;142;48.26502371,2.49811246
93;30;1;9;6;105;Entre 10.000 et 25.000 habitants;389;DUGNY;6059;24395;6059;11392;6573;68728;89;54393;22459;485713;33;47;48.95367156,2.41701347
95;259;3;27;6;1;Entre 0 et 1000 habitants;468;GADANCOURT;5649;24555;5650;11552;6165;68891;-533;54551;15125;490546;87;141;49.09651006,1.85621167
95;379;3;16;6;2;Entre 0 et 1000 habitants;655;MAUDETOUR-EN-VEXIN;5589;24559;5590;11557;6105;68896;-624;54556;14629;490560;109;206;49.09974609,1.77407413
77;335;1;17;6;27;Entre 10.000 et 25.000 habitants;1739;CHAUCONIN-NEUFMONTIERS;6368;24421;6368;11418;6882;68751;558;54418;25021;485833;58;162;48.9760097,2.83888367
77;358;1;17;6;10;Entre 10.000 et 25.000 habitants;434;PENCHARD;6383;24432;6383;11430;6897;68762;581;54429;25134;485910;98;158;48.98580685,2.85946028
77;476;1;15;6;3;Entre 0 et 1000 habitants;746;TROCY-EN-MULTIEN;6458;24496;6458;11494;6973;68826;696;54492;25747;490235;65;141;49.04282533,2.96255818
77;480;2;5;6;9;Entre 0 et 1000 habitants;1103;VALENCE-EN-BRIE;6410;23830;6410;1828;6919;68160;615;53827;25325;482640;87;130;48.44455166,2.89053928
77;516;4;21;6;7;Entre 0 et 1000 habitants;1074;VILLE-SAINT-JACQUES;6417;23717;6417;1715;6925;68048;624;53715;25355;482036;48;118;48.34291685,2.89890684
78;506;2;19;6;8;Entre 0 et 1000 habitants;2695;PRUNAY-EN-YVELINES;5600;23923;5600;1921;6110;68260;-601;53920;14743;483141;127;164;48.52821187,1.79512934
91;79;1;17;6;5;Entre 0 et 1000 habitants;1247;BOISSY-LA-RIVIERE;5865;23751;5865;1749;6374;68086;-202;53750;20917;482229;70;147;48.37468129,2.15433339
91;97;2;38;6;63;Entre 10.000 et 25.000 habitants;290;BOUSSY-SAINT-ANTOINE;6144;24103;6144;11100;6656;68435;218;54101;23157;484127;39;90;48.69109843,2.53201377
91;174;2;96;5;425;Entre 25.000 et 50.000 habitants;1101;CORBEIL-ESSONNES;6102;24013;6102;11011;6613;68346;154;54011;22829;483637;32;92;48.61027854,2.47477757
91;376;3;4;6;48;Entre 10.000 et 25.000 habitants;647;MAROLLES-EN-HUREPOIX;5972;23960;5972;1958;6482;68294;-42;53958;21754;483345;77;89;48.56270873,2.29858835
91;648;2;16;6;24;Entre 10.000 et 25.000 habitants;1593;VERT-LE-GRAND;6016;23971;6016;1968;6526;68304;24;53969;22128;483420;54;121;48.57260156,2.35818313
94;65;3;42;6;56;Entre 10.000 et 25.000 habitants;420;RUNGIS;6010;24166;6010;11164;6522;68500;15;54165;22059;484454;58;90;48.74788445,2.35009875
95;252;3;11;5;333;Entre 25.000 et 50.000 habitants;619;FRANCONVILLE;5922;24433;5922;11431;6437;68767;-118;54431;21350;485917;54;167;48.98779906,2.22999742
77;61;3;20;6;26;Entre 10.000 et 25.000 habitants;863;CANNES-ECLUSE;6483;23741;6483;1739;6991;68071;724;53738;25918;482152;47;108;48.36403628,2.9881831
77;149;3;25;6;2;Entre 0 et 1000 habitants;1283;CUCHARMOY;6618;23997;6618;1995;7128;68325;930;53992;31025;483534;126;164;48.59302115,3.17399176
77;242;3;10;6;6;Entre 0 et 1000 habitants;460;JUTIGNY;6662;23892;6661;1890;7171;68220;994;53887;31353;482954;61;136;48.49820077,3.23199362
77;202;4;24;6;6;Entre 0 et 1000 habitants;1316;LA GENEVRAYE;6304;23691;6304;1689;6812;68023;455;53690;24447;481914;51;79;48.3201684,2.74632827
77;391;3;25;6;5;Entre 0 et 1000 habitants;762;ROUILLY;6701;23987;6701;1985;7211;68315;1056;53982;31712;483500;94;170;48.58318486,3.28629527
78;615;4;38;6;10;Entre 10.000 et 25.000 habitants;1117;THIVERVAL-GRIGNON;5692;24282;5692;11279;6205;68618;-466;54279;15502;485104;56;132;48.85140281,1.91704659
91;69;2;18;6;4;Entre 0 et 1000 habitants;1580;BOIGNEVILLE;6026;23707;6026;1705;6534;68041;39;53706;22218;482008;67;143;48.33525885,2.37157289
91;421;2;19;5;229;Entre 10.000 et 25.000 habitants;1122;MONTGERON;6087;24121;6087;11119;6599;68454;132;54119;22719;484227;31;88;48.70737953,2.45466271
91;577;2;32;6;51;Entre 10.000 et 25.000 habitants;329;SAINTRY-SUR-SEINE;6118;23991;6118;1989;6629;68324;178;53990;22949;483527;32;92;48.59047517,2.4964063
78;238;1;1;6;25;Entre 10.000 et 25.000 habitants;861;FLINS-SUR-SEINE;5660;24408;5661;11406;6175;68744;-515;54405;15222;485752;19;179;48.96447598,1.87245265
78;296;1;10;6;6;Entre 0 et 1000 habitants;732;GUITRANCOURT;5590;24458;5591;11455;6105;68794;-622;54454;14637;490031;41;192;49.0089969,1.7764287
78;224;3;22;6;48;Entre 10.000 et 25.000 habitants;538;L'ETANG-LA-VILLE;5805;24301;5805;11299;6319;68636;-295;54299;20416;485208;64;178;48.86892232,2.07084981
78;443;2;15;6;7;Entre 0 et 1000 habitants;752;NEAUPHLE-LE-VIEUX;5652;24243;5652;11240;6165;68579;-526;54240;15147;484857;53;111;48.81614716,1.86289319
78;490;4;38;5;307;Entre 25.000 et 50.000 habitants;1868;PLAISIR;5713;24245;5714;11242;6226;68580;-433;54242;15647;484904;92;173;48.81824661,1.94589648
78;681;2;15;6;7;Entre 0 et 1000 habitants;677;VILLIERS-LE-MAHIEU;5586;24292;5586;11290;6099;68629;-627;54289;14621;485135;94;169;48.85979322,1.7725938
91;215;2;38;5;124;Entre 10.000 et 25.000 habitants;358;EPINAY-SOUS-SENART;6132;24105;6132;11103;6644;68438;199;54104;23057;484135;37;87;48.69292176,2.51572784
93;46;2;14;5;412;Entre 25.000 et 50.000 habitants;738;LIVRY-GARGAN;6146;24356;6146;11353;6659;68688;221;54354;23207;485506;54;125;48.9184846,2.53559592
94;33;2;91;5;533;Entre 50.000 et 100.000 habitants;558;FONTENAY-SOUS-BOIS;6103;24282;6103;11279;6616;68614;156;54280;22838;485106;44;111;48.85206236,2.47678047
94;41;1;95;5;573;Entre 50.000 et 100.000 habitants;610;IVRY-SUR-SEINE;6038;24240;6038;11237;6550;68573;57;54238;22316;484850;28;68;48.81438525,2.38822047
95;19;2;35;6;133;Entre 10.000 et 25.000 habitants;284;ARNOUVILLE;6059;24432;6059;11430;6573;68765;89;54430;22460;485914;40;76;48.98692191,2.41706474
95;429;3;16;6;4;Entre 0 et 1000 habitants;715;MONTREUIL-SUR-EPTE;5520;24645;5520;11642;6036;68982;-731;54641;14042;491035;27;157;49.17653519,1.67866995
77;89;3;23;6;9;Entre 0 et 1000 habitants;1544;LA CHAPELLE-RABLAIS;6469;23905;6469;1902;6979;68234;706;53901;25818;483040;104;136;48.51157413,2.97107926
77;182;3;11;5;43;Entre 10.000 et 25.000 habitants;1732;LA FERTE-GAUCHER;6712;24209;6712;11207;7224;68536;1076;54203;31819;484657;107;188;48.78259758,3.30490061
77;247;3;11;6;5;Entre 0 et 1000 habitants;1101;LESCHEROLLES;6742;24186;6742;11184;7254;68514;1121;54180;32044;484543;116;192;48.76158784,3.34529816
94;43;3;16;5;264;Entre 25.000 et 50.000 habitants;154;LE KREMLIN-BICETRE;6016;24235;6016;11233;6529;68568;24;54233;22129;484836;45;115;48.80990043,2.3582788
95;149;2;15;6;33;Entre 10.000 et 25.000 habitants;423;CHAUMONTEL;6067;24588;6067;11585;6583;68920;103;54585;22544;490737;37;122;49.12709425,2.42823482
95;641;2;13;6;22;Entre 10.000 et 25.000 habitants;818;VEMARS;6169;24524;6169;11522;6684;68856;257;54522;23404;490411;96;146;49.06939922,2.56763092
78;267;1;10;6;67;Entre 10.000 et 25.000 habitants;867;GARGENVILLE;5615;24439;5615;11437;6129;68776;-585;54436;14837;485931;17;191;48.99207864,1.8107524
78;311;3;9;5;310;Entre 25.000 et 50.000 habitants;443;HOUILLES;5891;24364;5891;11361;6405;68698;-165;54362;21118;485532;27;57;48.92574551,2.18784719
78;343;4;29;6;15;Entre 10.000 et 25.000 habitants;248;LES LOGES-EN-JOSAS;5857;24183;5857;11180;6369;68518;-217;54181;20830;484546;91;159;48.76300483,2.14209012
78;367;3;35;6;35;Entre 10.000 et 25.000 habitants;177;MAREIL-MARLY;5809;24316;5809;11313;6323;68651;-289;54313;20436;485255;42;161;48.88241524,2.07623125
91;86;2;10;6;93;Entre 10.000 et 25.000 habitants;676;BONDOUFLE;6032;24016;6032;11014;6543;68350;49;54015;22250;483648;77;95;48.6130474,2.37988969
91;552;3;1;6;94;Entre 10.000 et 25.000 habitants;631;SAINT-GERMAIN-LES-ARPAJON;5940;23996;5940;1994;6451;68331;-90;53995;21520;483543;42;101;48.59504829,2.2551987
77;15;3;1;6;1;Entre 0 et 1000 habitants;412;BABY;6745;23780;6745;1778;7253;68108;1117;53774;32032;482348;71;143;48.39661629,3.34231838
77;83;5;38;5;243;Entre 10.000 et 25.000 habitants;735;CHAMPS-SUR-MARNE;6195;24283;6195;11281;6708;68615;295;54281;23607;485110;38;106;48.85274842,2.60207837
77;119;2;22;6;3;Entre 0 et 1000 habitants;597;CLOS-FONTAINE;6501;24011;6501;11009;7012;68341;755;54008;30058;483625;103;134;48.60661915,3.01561179
77;211;2;22;6;10;Entre 10.000 et 25.000 habitants;2450;GRANDPUITS-BAILLY-CARROIS;6465;23985;6464;1983;6975;68315;699;53982;25757;483501;98;137;48.58351712,2.966534
77;264;3;27;6;15;Entre 10.000 et 25.000 habitants;3630;LUMIGNY-NESLES-ORMEAUX;6453;24155;6452;11153;6964;68485;683;54152;25706;484411;82;158;48.73640748,2.95207768
77;321;3;1;6;7;Entre 0 et 1000 habitants;867;MOUSSEAUX-LES-BRAY;6654;23798;6654;1796;7163;68126;981;53793;31312;482449;54;132;48.41378028,3.21974538
77;392;1;9;6;6;Entre 0 et 1000 habitants;414;ROUVRES;6278;24516;6278;11513;6793;68847;422;54513;24300;490342;98;146;49.06183066,2.71664725
78;289;2;15;6;9;Entre 0 et 1000 habitants;1243;GROSROUVRE;5578;24206;5578;11203;6091;68543;-638;54202;14544;484656;119;185;48.78244901,1.76255385
91;556;1;8;6;4;Entre 0 et 1000 habitants;679;SAINT-HILAIRE;5807;23817;5807;1815;6317;68152;-289;53815;20434;482601;82;154;48.43387057,2.07576806
95;119;3;16;6;3;Entre 0 et 1000 habitants;686;BUHY;5529;24663;5530;11661;6046;69001;-717;54659;14128;491135;43;151;49.19277456,1.69080083
95;500;3;19;3;298;Entre 25.000 et 50.000 habitants;715;PONTOISE;5828;24503;5828;11501;6343;68838;-262;54501;20603;490303;22;87;49.050518,2.10135742
95;510;3;29;6;5;Entre 0 et 1000 habitants;564;PUISEUX-PONTOISE;5769;24510;5769;11508;6284;68845;-351;54508;20115;490324;40;116;49.05662179,2.02065931
93;39;3;29;6;70;Entre 10.000 et 25.000 habitants;177;L'ILE-SAINT-DENIS;6002;24375;6002;11373;6516;68709;3;54373;22023;485609;22;33;48.93572464,2.33923261
94;15;2;4;5;153;Entre 10.000 et 25.000 habitants;335;BRY-SUR-MARNE;6136;24270;6136;11267;6649;68602;206;54268;23120;485028;36;100;48.84121626,2.52168441
95;555;2;40;5;203;Entre 10.000 et 25.000 habitants;242;SAINT-GRATIEN;5960;24415;5960;11412;6474;68748;-61;54413;21655;485816;39;59;48.97165867,2.28190237
77;249;2;2;6;75;Entre 10.000 et 25.000 habitants;1013;LESIGNY;6205;24162;6205;11160;6717;68494;310;54160;23657;484439;69;121;48.74396503,2.6151148
77;306;2;18;6;6;Entre 0 et 1000 habitants;1129;MONTEREAU-SUR-LE-JARD;6259;23998;6259;1996;6769;68330;390;53996;24114;483548;79;98;48.59635688,2.68751001
77;330;1;31;6;54;Entre 10.000 et 25.000 habitants;762;NANTEUIL-LES-MEAUX;6411;24370;6411;11367;6925;68700;623;54366;25349;485547;42;146;48.92991755,2.89708788
77;403;3;25;6;7;Entre 0 et 1000 habitants;1146;SAINT-BRICE;6729;23970;6729;1968;7239;68298;1098;53964;31928;483404;91;178;48.56759414,3.32393946
77;123;1;37;6;7;Entre 0 et 1000 habitants;530;COMPANS;6240;24440;6240;11438;6755;68771;365;54438;23954;485938;57;101;48.99369011,2.66425332
94;11;1;3;5;166;Entre 10.000 et 25.000 habitants;551;BONNEUIL-SUR-MARNE;6111;24195;6111;11193;6623;68528;168;54194;22915;484627;32;74;48.77385584,2.48744917
94;34;3;37;5;254;Entre 25.000 et 50.000 habitants;356;FRESNES;5991;24178;5991;11176;6503;68512;-14;54177;21925;484532;45;89;48.75867024,2.32427199
95;56;2;26;6;19;Entre 10.000 et 25.000 habitants;949;BELLOY-EN-FRANCE;6025;24546;6025;11544;6541;68879;38;54544;22216;490522;92;165;49.089385,2.37070598
95;637;3;39;6;161;Entre 10.000 et 25.000 habitants;346;VAUREAL;5769;24480;5770;11478;6284;68816;-350;54478;20117;490148;22;122;49.02966394,2.02082445
77;9;4;4;6;1;Entre 0 et 1000 habitants;1131;ARVILLE;6157;23544;6157;1542;6664;67877;235;53543;23253;481118;97;110;48.18851788,2.54763206
77;341;3;1;6;4;Entre 0 et 1000 habitants;1224;NOYEN-SUR-SEINE;6749;23842;6749;1840;7258;68170;1125;53836;32057;482709;55;64;48.45230557,3.34879529
77;406;3;26;6;9;Entre 0 et 1000 habitants;1512;SAINT-DENIS-LES-REBAIS;6642;24267;6641;11265;7154;68595;971;54262;31237;485009;90;177;48.83545992,3.21057807
78;329;1;10;6;8;Entre 0 et 1000 habitants;767;LAINVILLE-EN-VEXIN;5620;24514;5620;11512;6135;68851;-578;54511;14860;490335;93;201;49.05950324,1.81690209
78;372;3;13;5;166;Entre 10.000 et 25.000 habitants;654;MARLY-LE-ROI;5822;24299;5822;11296;6335;68634;-269;54297;20539;485201;48;179;48.86717439,2.09401781
78;475;1;8;6;4;Entre 0 et 1000 habitants;259;OSMOY;5544;24296;5545;11294;6058;68634;-689;54293;14258;485148;93;128;48.86310315,1.71534454
91;121;2;18;6;5;Entre 0 et 1000 habitants;1599;BUNO-BONNEVAUX;6038;23736;6038;1733;6547;68069;57;53735;22318;482140;63;141;48.36132628,2.38777952
91;293;1;11;6;9;Entre 0 et 1000 habitants;919;GUIGNEVILLE-SUR-ESSONNE;6012;23854;6012;1852;6522;68188;18;53853;22111;482803;53;146;48.46742259,2.35273353
91;340;2;10;6;72;Entre 10.000 et 25.000 habitants;1040;LISSES;6066;23999;6066;1997;6577;68332;100;53998;22535;483552;38;89;48.59774027,2.42595557
78;242;4;36;6;126;Entre 10.000 et 25.000 habitants;543;FONTENAY-LE-FLEURY;5789;24240;5789;11237;6301;68575;-320;54237;20255;484849;92;176;48.81404794,2.04935701
78;10;3;17;6;12;Entre 10.000 et 25.000 habitants;739;LES ALLUETS-LE-ROI;5694;24352;5694;11349;6208;68688;-464;54349;15509;485451;150;187;48.91432218,1.91926333
78;420;2;15;5;31;Entre 10.000 et 25.000 habitants;571;MONTFORT-L'AMAURY;5612;24200;5612;11198;6125;68537;-586;54197;14833;484638;98;183;48.7772708,1.80884989
91;235;2;31;6;91;Entre 10.000 et 25.000 habitants;651;FLEURY-MEROGIS;6018;24034;6018;11032;6529;68368;28;54033;22141;483746;76;101;48.62923304,2.36091801
91;274;3;13;6;13;Entre 10.000 et 25.000 habitants;986;GOMETZ-LA-VILLE;5846;24081;5846;11079;6358;68416;-232;54080;20741;484018;92;176;48.67129777,2.12750511
91;692;3;43;5;247;Entre 10.000 et 25.000 habitants;518;LES ULIS;5876;24093;5876;11091;6387;68428;-188;54091;21003;484056;87;170;48.68214916,2.16818483
91;332;3;4;6;14;Entre 10.000 et 25.000 habitants;784;LEUDEVILLE;5992;23963;5992;1961;6503;68297;-12;53962;21934;483356;74;87;48.56541131,2.32567448
91;521;2;23;5;273;Entre 25.000 et 50.000 habitants;871;RIS-ORANGIS;6056;24058;6056;11056;6568;68392;85;54057;22447;483904;32;82;48.65078502,2.41247964
93;57;1;22;5;212;Entre 10.000 et 25.000 habitants;292;LES PAVILLONS-SOUS-BOIS;6128;24342;6128;11340;6641;68674;193;54340;23038;485421;50;64;48.90594109,2.51100831
77;97;3;11;6;3;Entre 0 et 1000 habitants;820;CHARTRONGES;6686;24169;6686;11166;7198;68496;1036;54163;31608;484447;147;167;48.74693018,3.26889645
77;166;4;21;6;25;Entre 10.000 et 25.000 habitants;1181;ECUELLES;6359;23729;6359;1727;6868;68060;539;53727;24917;482115;45;103;48.35405227,2.82078587
77;301;3;29;6;3;Entre 0 et 1000 habitants;1535;MONTCEAUX-LES-PROVINS;6811;24112;6810;11110;7322;68438;1223;54104;32614;484138;155;202;48.69424818,3.43768736
77;327;3;23;5;78;Entre 10.000 et 25.000 habitants;2416;NANGIS;6501;23953;6501;1951;7011;68283;753;53950;30053;483318;103;140;48.55448292,3.01493394
77;369;1;17;6;7;Entre 0 et 1000 habitants;624;POINCY;6439;24414;6438;11412;6953;68744;665;54411;25607;485811;41;112;48.96927273,2.935734
77;415;1;12;6;11;Entre 10.000 et 25.000 habitants;1326;SAINT-JEAN-LES-DEUX-JUMEAUX;6499;24395;6499;11392;7013;68724;757;54390;30104;485705;48;173;48.95176006,3.01740507
77;526;1;15;6;2;Entre 0 et 1000 habitants;496;VINCY-MANOEUVRE;6458;24536;6458;11534;6973;68866;696;54532;25748;490444;82;146;49.07876773,2.96299346
78;71;2;19;6;6;Entre 0 et 1000 habitants;1252;BOINVILLE-LE-GAILLARD;5656;23883;5656;1881;6166;68220;-517;53881;15218;482935;151;162;48.4925763,1.87124173
78;193;2;5;6;11;Entre 10.000 et 25.000 habitants;1117;DAMPIERRE-EN-YVELINES;5740;24118;5741;11115;6252;68453;-392;54116;15903;484214;85;178;48.70421388,1.98342132
78;588;2;15;6;9;Entre 0 et 1000 habitants;213;SAULX-MARCHAIS;5632;24270;5632;11268;6146;68606;-556;54267;15009;485025;94;146;48.84030169,1.83544017
91;175;1;7;6;17;Entre 10.000 et 25.000 habitants;1579;CORBREUSE;5722;23890;5723;1887;6233;68226;-417;53888;15740;482956;104;160;48.49918724,1.96046154
91;425;3;20;5;67;Entre 10.000 et 25.000 habitants;328;MONTLHERY;5953;24044;5953;11042;6464;68379;-71;54043;21620;483819;64;152;48.63820686,2.27276262
91;671;1;9;6;6;Entre 0 et 1000 habitants;707;VILLENEUVE-SUR-AUVERS;5935;23863;5935;1861;6445;68198;-97;53862;21457;482832;85;157;48.47548141,2.24862605
95;2;3;27;6;9;Entre 0 et 1000 habitants;803;ABLEIGES;5740;24548;5741;11545;6256;68883;-395;54545;15853;490525;40;128;49.09065587,1.98077284
95;268;2;97;5;402;Entre 25.000 et 50.000 habitants;547;GARGES-LES-GONESSE;6047;24415;6047;11413;6561;68748;71;54413;22400;485819;34;80;48.97165467,2.40066072
95;450;3;39;6;16;Entre 10.000 et 25.000 habitants;425;NEUVILLE-SUR-OISE;5797;24463;5797;11461;6312;68799;-308;54461;20333;490054;19;54;49.01448269,2.05917037
77;67;2;42;6;83;Entre 10.000 et 25.000 habitants;698;CESSON;6195;23964;6195;1961;6706;68296;294;53962;23604;483357;62;86;48.56601795,2.6006226
77;231;1;15;6;8;Entre 0 et 1000 habitants;694;ISLES-LES-MELDEUSES;6490;24448;6490;11446;7005;68777;744;54444;30023;485958;42;119;48.99945639,3.00573996
77;236;3;1;6;4;Entre 0 et 1000 habitants;1584;JAULNES;6693;23803;6693;1801;7202;68131;1040;53797;31622;482503;54;122;48.41786973,3.27249079
77;385;3;26;5;21;Entre 10.000 et 25.000 habitants;1105;REBAIS;6658;24280;6658;11278;7171;68608;995;54275;31357;485050;119;187;48.8469812,3.23256155
77;398;3;26;6;7;Entre 0 et 1000 habitants;1398;SABLONNIERES;6704;24312;6704;11310;7217;68639;1066;54306;31747;485231;75;192;48.87525136,3.29572913
77;424;3;29;6;3;Entre 0 et 1000 habitants;1706;SAINT-MARTIN-DU-BOSCHET;6803;24158;6803;11156;7315;68485;1213;54151;32540;484409;143;201;48.7356912,3.4276928
93;10;1;94;5;534;Entre 50.000 et 100.000 habitants;547;BONDY;6108;24338;6108;11336;6621;68671;163;54336;22901;485410;44;65;48.90238288,2.48373205
