Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0930803T;Ecole maternelle Jacob;ECOLE MATERNELLE PUBLIQUE;JACOB;Public;9 rue Jacob;;;93190;LIVRY GARGAN;Livry-Gargan;666548.9;6869643.5;EPSG:2154;48.925904157191475;2.5434900928380753;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93046;Seine-Saint-Denis;Ile-de-France;Créteil;48.9259041572,2.54349009284;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930806W;Ecole maternelle Vauban;ECOLE MATERNELLE PUBLIQUE;VAUBAN;Public;32 avenue Vauban;;;93190;LIVRY GARGAN;Livry-Gargan;664760.6;6868268.5;EPSG:2154;48.91344397612151;2.5191998605406174;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93046;Seine-Saint-Denis;Ile-de-France;Créteil;48.9134439761,2.51919986054;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930810A;Ecole maternelle Jean de La Fontaine;ECOLE MATERNELLE PUBLIQUE;JEAN DE LA FONTAINE;Public;3 rue de Livry;;;93410;VAUJOURS;Vaujours;668325.0;6870026.3;EPSG:2154;48.92943636975636;2.567699577016362;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93074;Seine-Saint-Denis;Ile-de-France;Créteil;48.9294363698,2.56769957702;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930814E;Ecole Maternelle Jean De La Fonraine;ECOLE MATERNELLE PUBLIQUE;JEAN DE LA FONTAINE;Public;1 avenue Jean Jaurès;;;93220;GAGNY;Gagny;665783.8;6865039.8;EPSG:2154;48.88446443936656;2.533420184215781;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8844644394,2.53342018422;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930818J;Ecole maternelle Cote Emile;ECOLE MATERNELLE PUBLIQUE;EMILE COTE;Public;Rue Henri Rochette;;;93220;GAGNY;Gagny;666606.1;6864699.8;EPSG:2154;48.88145004257943;2.544659735927232;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8814500426,2.54465973593;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930819K;Ecole maternelle Victor Hugo;ECOLE MATERNELLE PUBLIQUE;VICTOR HUGO;Public;7 rue du 18 Juin 1940;;;93220;GAGNY;Gagny;667284.9;6864370.8;EPSG:2154;48.87852623026634;2.5539406099310775;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8785262303,2.55394060993;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930820L;Ecole maternelle Château;ECOLE MATERNELLE PUBLIQUE;CHATEAU;Public;Parc de la Mairie;;;93460;GOURNAY SUR MARNE;Gournay-sur-Marne;668728.5;6862778.3;EPSG:2154;48.86427666444557;2.573740431560529;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93033;Seine-Saint-Denis;Ile-de-France;Créteil;48.8642766644,2.57374043156;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930842K;Ecole maternelle Victor Hugo;ECOLE MATERNELLE PUBLIQUE;VICTOR HUGO;Public;58 boulevard Bargue;;;93370;MONTFERMEIL;Montfermeil;667562.8;6866850.2;EPSG:2154;48.900837032109834;2.5575401773729087;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93047;Seine-Saint-Denis;Ile-de-France;Créteil;48.9008370321,2.55754017737;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-07-01
0930845N;Ecole maternelle Irène et Frédéric Joliot-Curie;ECOLE MATERNELLE PUBLIQUE;IRENE ET FREDERIC JOLIOT-CURIE;Public;69 avenue Charles Floquet;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;659976.7;6871252.4;EPSG:2154;48.93999673042091;2.453649447675429;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9399967304,2.45364944768;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-07-01
0930854Y;Ecole élémentaire Henri Wallon;ECOLE ELEMENTAIRE PUBLIQUE;HENRI WALLON;Public;Rue du Professeur Henri Wallon;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;660182.6;6872103.3;EPSG:2154;48.94766103836689;2.4563800949878827;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9476610384,2.45638009499;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-11-08
0930855Z;Ecole maternelle Les Fleurs;ECOLE MATERNELLE PUBLIQUE;LES FLEURS;Public;4 rue de la Libération;;;93330;NEUILLY SUR MARNE;Neuilly-sur-Marne;665167.1;6862736.6;EPSG:2154;48.86371891643015;2.5251997722993718;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93050;Seine-Saint-Denis;Ile-de-France;Créteil;48.8637189164,2.5251997723;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-11-03
0930866L;Ecole maternelle Le Merisier;ECOLE MATERNELLE PUBLIQUE;LE MERISIER;Public;Allée du Merisier;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662897.5;6872396.3;EPSG:2154;48.95045811662188;2.4934194260431988;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9504581166,2.49341942604;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-10-13
0930989V;Ecole élémentaire Blaise Pascal;ECOLE ELEMENTAIRE PUBLIQUE;BLAISE PASCAL;Public;30 chemin des Sables;;;93220;GAGNY;Gagny;665376.9;6865428.5;EPSG:2154;48.88793819311267;2.527840041940602;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8879381931,2.52784004194;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-17
0931068F;Ecole maternelle Bel Air;ECOLE MATERNELLE PUBLIQUE;BEL AIR;Public;11 rue Jean Bachelet;;;93360;NEUILLY PLAISANCE;Neuilly-Plaisance;663633.2;6863339.4;EPSG:2154;48.869055095886836;2.504240441997704;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93049;Seine-Saint-Denis;Ile-de-France;Créteil;48.8690550959,2.504240442;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-18
0931071J;Ecole maternelle Les Bleuets;ECOLE MATERNELLE PUBLIQUE;LES BLEUETS;Public;11 avenue du 18 avril 1944;;;93130;NOISY LE SEC;Noisy-le-Sec;660357.5;6865227.9;EPSG:2154;48.88584477219224;2.459410528091632;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93053;Seine-Saint-Denis;Ile-de-France;Créteil;48.8858447722,2.45941052809;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-18
0931072K;Ecole maternelle Victor Hugo;ECOLE MATERNELLE PUBLIQUE;VICTOR HUGO;Public;Allée Max Jacob;;;93240;STAINS;Stains;654366.2;6872414.8;EPSG:2154;48.95007571698958;2.3769393457165977;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.950075717,2.37693934572;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-18
0931083X;Ecole élémentaire Paul Langevin;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LANGEVIN;Public;5 rue du Docteur Léonce Basset;;;93400;ST OUEN SUR SEINE;Saint-Ouen-sur-Seine;651146.1;6868681.6;EPSG:2154;48.91626926651315;2.3334060463492303;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93070;Seine-Saint-Denis;Ile-de-France;Créteil;48.9162692665,2.33340604635;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-18
0931239S;Ecole élémentaire Firmin Gémier;ECOLE ELEMENTAIRE PUBLIQUE;FIRMIN GEMIER;Public;14 rue Firmin Gémier;;;93300;AUBERVILLIERS;Aubervilliers;654719.3;6867922.8;EPSG:2154;48.90970711863556;2.382240010369113;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.9097071186,2.38224001037;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931240T;Ecole maternelle Paul Eluard;ECOLE MATERNELLE PUBLIQUE;PAUL ELUARD;Public;4 rue de Bougainville;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;663380.7;6873059.2;EPSG:2154;48.95644676084342;2.4999593249164507;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9564467608,2.49995932492;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931245Y;Ecole élémentaire  Eugénie Cotton;ECOLE ELEMENTAIRE PUBLIQUE;EUGENIE COTTON;Public;115 rue Pierre et Marie Curie;;;93170;BAGNOLET;Bagnolet;657829.5;6863906.7;EPSG:2154;48.87380290485191;2.4250695282429255;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.8738029049,2.42506952824;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931250D;Ecole élémentaire Paul Langevin;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LANGEVIN;Public;36 rue d'Anjou;;;93000;BOBIGNY;Bobigny;659648.7;6868022.5;EPSG:2154;48.9109316024895;2.44947951837546;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93008;Seine-Saint-Denis;Ile-de-France;Créteil;48.9109316025,2.44947951838;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931254H;Ecole élémentaire Jean Jaurès;ECOLE ELEMENTAIRE PUBLIQUE;JEAN JAURES;Public;5 rue Roger Salengro;;;93350;LE BOURGET;Le Bourget;657487.0;6870797.1;EPSG:2154;48.93574280997151;2.419709882827924;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93013;Seine-Saint-Denis;Ile-de-France;Créteil;48.93574281,2.41970988283;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931284R;Ecole élémentaire d'application Danton;ECOLE ELEMENTAIRE APPLICATION;DANTON;Public;127 bis rue de Rosny;;;93100;MONTREUIL;Montreuil;659898.0;6862947.3;EPSG:2154;48.86530724896915;2.4533599958324204;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.865307249,2.45335999583;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931290X;Ecole élémentaire Bel Air;ECOLE ELEMENTAIRE PUBLIQUE;BEL AIR;Public;26 rue du Bel Air;;;93360;NEUILLY PLAISANCE;Neuilly-Plaisance;663663.7;6863406.0;EPSG:2154;48.86965574629975;2.504650517824074;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93049;Seine-Saint-Denis;Ile-de-France;Créteil;48.8696557463,2.50465051782;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931294B;Ecole élémentaire Louis Amiard;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS AMIARD;Public;11 rue Joliot-Curie;;;93330;NEUILLY SUR MARNE;Neuilly-sur-Marne;665447.4;6862134.2;EPSG:2154;48.85831662162427;2.5290693648505633;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93050;Seine-Saint-Denis;Ile-de-France;Créteil;48.8583166216,2.52906936485;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931296D;Ecole élémentaire Coteaux;ECOLE ELEMENTAIRE PUBLIQUE;COTEAUX;Public;5 rue du Rond Point;;;93160;NOISY LE GRAND;Noisy-le-Grand;668472.8;6861636.2;EPSG:2154;48.85399323168454;2.570339780803839;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93051;Seine-Saint-Denis;Ile-de-France;Créteil;48.8539932317,2.5703397808;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931298F;Ecole élémentaire Carnot;ECOLE ELEMENTAIRE PUBLIQUE;CARNOT;Public;11 rue Carnot;;;93130;NOISY LE SEC;Noisy-le-Sec;660286.2;6866071.8;EPSG:2154;48.8934293420035;2.458359330857278;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93053;Seine-Saint-Denis;Ile-de-France;Créteil;48.893429342,2.45835933086;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931299G;Ecole élémentaire Joliot-Curie;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT-CURIE;Public;25 rue des Grilles;;;93500;PANTIN;Pantin;656422.2;6865791.8;EPSG:2154;48.89066144534577;2.4056904206118586;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93055;Seine-Saint-Denis;Ile-de-France;Créteil;48.8906614453,2.40569042061;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931308S;Ecole élémentaire Anatole France;ECOLE ELEMENTAIRE PUBLIQUE;ANATOLE FRANCE;Public;107 boulevard de la Libération;;;93200;ST DENIS;Saint-Denis;651919.3;6869258.7;EPSG:2154;48.92151700669799;2.3438901664417973;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.9215170067,2.34389016644;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931309T;Ecole élémentaire Marcel Sembat;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL SEMBAT;Public;7 boulevard Marcel Sembat;;;93200;ST DENIS;Saint-Denis;652721.1;6870254.7;EPSG:2154;48.93053278814319;2.3547199816479196;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.9305327881,2.35471998165;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931311V;Ecole maternelle Paul Langevin;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;Public;9 rue du Docteur Léonce Basset;;;93400;ST OUEN SUR SEINE;Saint-Ouen-sur-Seine;651177.8;6868628.4;EPSG:2154;48.91579327641279;2.3338446847179504;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93070;Seine-Saint-Denis;Ile-de-France;Créteil;48.9157932764,2.33384468472;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931313X;Ecole élémentaire Saint-Exupéry;ECOLE ELEMENTAIRE PUBLIQUE;SAINT-EXUPERY;Public;2 avenue du Commandant Charcot;;;93270;SEVRAN;Sevran;664809.0;6870740.0;EPSG:2154;48.93567155281112;2.5196550778084292;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93071;Seine-Saint-Denis;Ile-de-France;Créteil;48.9356715528,2.51965507781;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931316A;Ecole élémentaire Joliot-Curie;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT-CURIE;Public;1 avenue Paul Vaillant-Couturier;;;93240;STAINS;Stains;654795.1;6872929.3;EPSG:2154;48.95473246524349;2.3827401760836335;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.9547324652,2.38274017608;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931319D;Ecole élémentaire Jean Moulin;ECOLE ELEMENTAIRE APPLICATION;JEAN MOULIN;Public;4 rue Eugénie Cotton;;;93290;TREMBLAY EN FRANCE;Tremblay-en-France;668325.1;6872176.0;EPSG:2154;48.948767328950275;2.5675402596794674;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;93;11;24;93073;Seine-Saint-Denis;Ile-de-France;Créteil;48.948767329,2.56754025968;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-08
0931399R;Ecole maternelle Louise Michel;ECOLE MATERNELLE PUBLIQUE;LOUISE MICHEL;Public;30 rue Alcide Vellard;;;93000;BOBIGNY;Bobigny;659160.7;6867731.2;EPSG:2154;48.9082812912628;2.4428499024377346;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93008;Seine-Saint-Denis;Ile-de-France;Créteil;48.9082812913,2.44284990244;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931401T;Ecole élémentaire Paul Eluard;ECOLE ELEMENTAIRE PUBLIQUE;PAUL ELUARD;Public;Avenue Paul Eluard;;;93000;BOBIGNY;Bobigny;659265.5;6867721.4;EPSG:2154;48.908199805323136;2.444280529941449;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93008;Seine-Saint-Denis;Ile-de-France;Créteil;48.9081998053,2.44428052994;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931404W;Ecole maternelle Timbaud-Dewerpe;ECOLE MATERNELLE PUBLIQUE;TIMBAUD-DEWERPE;Public;68 rue Anatole France;;;93700;DRANCY;Drancy;659715.0;6869750.5;EPSG:2154;48.92647476577509;2.450219890193925;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.9264747658,2.45021989019;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931411D;Ecole maternelle Anne Frank;ECOLE MATERNELLE PUBLIQUE;ANNE FRANK;Public;37 rue Colbert;;;93100;MONTREUIL;Montreuil;658417.1;6862680.9;EPSG:2154;48.86281763712088;2.4332002387489666;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8628176371,2.43320023875;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931415H;Ecole maternelle Guillaume Apollinaire;ECOLE MATERNELLE PUBLIQUE;GUILLAUME APOLLINAIRE;Public;Rue Guillaume Apollinaire;;;93130;NOISY LE SEC;Noisy-le-Sec;660862.3;6865162.3;EPSG:2154;48.88528572769063;2.4663001260253727;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93053;Seine-Saint-Denis;Ile-de-France;Créteil;48.8852857277,2.46630012603;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931417K;Ecole primaire Jean Renoir;ECOLE ELEMENTAIRE PUBLIQUE;JEAN RENOIR;Public;9 rue Jean Renoir;;;93130;NOISY LE SEC;Noisy-le-Sec;660753.7;6866987.8;EPSG:2154;48.901695294506766;2.464650481842166;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93053;Seine-Saint-Denis;Ile-de-France;Créteil;48.9016952945,2.46465048184;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931421P;Ecole élémentaire Victor Hugo;ECOLE ELEMENTAIRE PUBLIQUE;VICTOR HUGO;Public;20 avenue Juda Kalifat;;;93290;TREMBLAY EN FRANCE;Tremblay-en-France;668569.0;6872445.0;EPSG:2154;48.95119822532958;2.5708502182215938;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93073;Seine-Saint-Denis;Ile-de-France;Créteil;48.9511982253,2.57085021822;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931422R;Ecole élémentaire Leclerc;ECOLE ELEMENTAIRE PUBLIQUE;LECLERC;Public;21 quater avenue du Général Leclerc;;;93250;VILLEMOMBLE;Villemomble;664267.9;6865161.2;EPSG:2154;48.885473829728745;2.512739328501851;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93077;Seine-Saint-Denis;Ile-de-France;Créteil;48.8854738297,2.5127393285;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931424T;Ecole élémentaire Jean-Baptiste Clément;ECOLE ELEMENTAIRE PUBLIQUE;JEAN-BAPTISTE CLEMENT;Public;4 place Jean-Baptiste Clément;;;93430;VILLETANEUSE;Villetaneuse;651845.2;6873830.6;EPSG:2154;48.96262288001886;2.3423594541507713;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93079;Seine-Saint-Denis;Ile-de-France;Créteil;48.96262288,2.34235945415;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931425U;Ecole élémentaire Jules Vallès;ECOLE ELEMENTAIRE PUBLIQUE;JULES VALLES;Public;172 avenue Division Leclerc;;;93430;VILLETANEUSE;Villetaneuse;651795.4;6872681.4;EPSG:2154;48.9522854670876;2.3418101941713685;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93079;Seine-Saint-Denis;Ile-de-France;Créteil;48.9522854671,2.34181019417;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-24
0931476Z;Ecole élémentaire Robespierre;ECOLE ELEMENTAIRE PUBLIQUE;ROBESPIERRE;Public;241 avenue du Président Wilson;LA PLAINE SAINT DENIS;;93200;ST DENIS;Saint-Denis;652891.4;6868669.4;EPSG:2154;48.91628968659627;2.3572203227916293;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.9162896866,2.35722032279;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-06-06
0931480D;Ecole élémentaire Claude Rouget de Lisle;ECOLE ELEMENTAIRE PUBLIQUE;CLAUDE ROUGET DE LISLE;Public;1 rue de Tourville;;;93330;NEUILLY SUR MARNE;Neuilly-sur-Marne;665943.3;6862852.3;EPSG:2154;48.864800911185796;2.5357704794795954;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93050;Seine-Saint-Denis;Ile-de-France;Créteil;48.8648009112,2.53577047948;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-06-06
0931483G;Ecole maternelle Jacques Jorissen;ECOLE MATERNELLE PUBLIQUE;JACQUES JORISSEN;Public;100 rue des Bois de Groslay;;;93700;DRANCY;Drancy;661104.4;6868666.7;EPSG:2154;48.91681421577527;2.46928023081945;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.9168142158,2.46928023082;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-06-19
0931507H;Ecole élémentaire  Paul Bert;ECOLE ELEMENTAIRE PUBLIQUE;PAUL BERT;Public;12 rue Jean-Baptiste Clément;;;93470;COUBRON;Coubron;668528.8;6868553.2;EPSG:2154;48.916199470031664;2.5705903167396804;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93015;Seine-Saint-Denis;Ile-de-France;Créteil;48.91619947,2.57059031674;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-05-15
0931508J;Ecole élémentaire Joliot-Curie 2;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT-CURIE 2;Public;14 rue Irène et Frédéric Joliot-Curie;;;93100;MONTREUIL;Montreuil;658392.0;6863082.0;EPSG:2154;48.86642307334999;2.432818852499217;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8664230733,2.4328188525;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-05-14
0931518V;Ecole maternelle d'application Maryse Bastié;ECOLE MATERNELLE D APPLICATION;MARYSE BASTIE;Public;11 rue des Fontaines;;;93230;ROMAINVILLE;Romainville;657982.5;6865079.1;EPSG:2154;48.88435605128486;2.4270393977798843;Parfaite;Numéro de rue;103;ECOLE MATERNELLE D APPLICATION;1;OUVERT;93;11;24;93063;Seine-Saint-Denis;Ile-de-France;Créteil;48.8843560513,2.42703939778;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-05-14
0931522Z;Ecole élémentaire Victor Hugo;ECOLE ELEMENTAIRE PUBLIQUE;VICTOR HUGO;Public;125 boulevard Victor Hugo;;;93400;ST OUEN SUR SEINE;Saint-Ouen-sur-Seine;650445.7;6867508.9;EPSG:2154;48.90567028606675;2.3239867881333827;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93070;Seine-Saint-Denis;Ile-de-France;Créteil;48.9056702861,2.32398678813;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-05-15
0931524B;Ecole élémentaire Jean Moulin;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MOULIN;Public;Allée Corot;;;93420;VILLEPINTE;Villepinte;667325.8;6872521.0;EPSG:2154;48.95181967928478;2.5538704166668156;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93078;Seine-Saint-Denis;Ile-de-France;Créteil;48.9518196793,2.55387041667;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1986-09-01
